TIME;ID;TYPE;LINK;POSITION;SPEED;STATE;DISTANCE;PASSENGERS;TRAVELED_NODES
07:20:00.00;18;Bus;BUSB_S3 BUSB_S7;2610.000 50.000;8.500;REPOSITIONING;2310.000;;
07:20:49.41;17;Bus;BUSA_S3 BUSA_S4;2102.073 49.827;8.500;PICKUP;1800.000;U_B298 U_B88 U_B547 U_B255 U_B241 U_B205 U_B341 U_B149 U_B597 U_B285 U_B511 U_B93 U_B343 U_B474 U_B209 U_B218 U_B441 U_B325 U_B411 U_B422 U_B336 U_B379 U_B596 U_B265 U_B457 U_B137 U_B237 U_B595 U_B477 U_B7;
07:20:49.41;18;Bus;BUSB_S3 BUSB_S7;2700.000 50.000;8.500;REPOSITIONING;2400.000;;
07:22:00.00;17;Bus;BUSA_S3 BUSA_S4;2610.311 7.474;8.500;PICKUP;2310.000;U_B298 U_B88 U_B547 U_B255 U_B241 U_B205 U_B341 U_B149 U_B597 U_B285 U_B511 U_B93 U_B343 U_B474 U_B209 U_B218 U_B441 U_B325 U_B411 U_B422 U_B336 U_B379 U_B596 U_B265 U_B457 U_B137 U_B237 U_B595 U_B477 U_B7;
07:22:49.41;17;Bus;BUSA_S3 BUSA_S4;2700.000 0.000;8.500;PICKUP;2400.000;U_B298 U_B88 U_B547 U_B255 U_B241 U_B205 U_B341 U_B149 U_B597 U_B285 U_B511 U_B93 U_B343 U_B474 U_B209 U_B218 U_B441 U_B325 U_B411 U_B422 U_B336 U_B379 U_B596 U_B265 U_B457 U_B137 U_B237 U_B595 U_B477 U_B7;
07:31:00.00;24;Bus;BUSA_SO BUSA_S1;810.000 0.000;8.500;PICKUP;510.000;U_B472 U_B156 U_B231 U_B55 U_B289 U_B312 U_B180 U_B533 U_B420 U_B56 U_B75 U_B283 U_B498 U_B107 U_B135 U_B113 U_B257 U_B29 U_B97 U_B592 U_B77 U_B445 U_B176 U_B122 U_B214 U_B446 U_B86 U_B356 U_B14 U_B569;
07:31:00.00;25;Bus;BUSB_S5 BUSB_S6;810.000 50.000;8.500;REPOSITIONING;510.000;;
07:31:49.41;24;Bus;BUSA_S1 BUSA_S2;900.000 0.000;8.500;PICKUP;600.000;U_B472 U_B156 U_B231 U_B55 U_B289 U_B312 U_B180 U_B533 U_B420 U_B56 U_B75 U_B283 U_B498 U_B107 U_B135 U_B113 U_B257 U_B29 U_B97 U_B592 U_B77 U_B445 U_B176 U_B122 U_B214 U_B446 U_B86 U_B356 U_B14 U_B569;
07:31:14.12;25;Bus;BUSB_S6 BUSB_S3;1200.000 50.000;8.500;REPOSITIONING;900.000;;
07:33:00.00;24;Bus;BUSA_S1 BUSA_S2;1410.000 0.000;8.500;PICKUP;1110.000;U_B472 U_B156 U_B231 U_B55 U_B289 U_B312 U_B180 U_B533 U_B420 U_B56 U_B75 U_B283 U_B498 U_B107 U_B135 U_B113 U_B257 U_B29 U_B97 U_B592 U_B77 U_B445 U_B176 U_B122 U_B214 U_B446 U_B86 U_B356 U_B14 U_B569;
07:33:00.00;25;Bus;BUSB_S6 BUSB_S3;1710.000 50.000;8.500;REPOSITIONING;1410.000;;
07:33:49.41;24;Bus;BUSA_S2 BUSA_S3;1502.073 0.173;8.500;PICKUP;1200.000;U_B472 U_B156 U_B231 U_B55 U_B289 U_B312 U_B180 U_B533 U_B420 U_B56 U_B75 U_B283 U_B498 U_B107 U_B135 U_B113 U_B257 U_B29 U_B97 U_B592 U_B77 U_B445 U_B176 U_B122 U_B214 U_B446 U_B86 U_B356 U_B14 U_B569;
07:33:14.12;25;Bus;BUSB_S3 BUSB_S7;2100.000 50.000;8.500;REPOSITIONING;1800.000;;
07:35:00.00;24;Bus;BUSA_S2 BUSA_S3;2010.311 42.526;8.500;PICKUP;1710.000;U_B472 U_B156 U_B231 U_B55 U_B289 U_B312 U_B180 U_B533 U_B420 U_B56 U_B75 U_B283 U_B498 U_B107 U_B135 U_B113 U_B257 U_B29 U_B97 U_B592 U_B77 U_B445 U_B176 U_B122 U_B214 U_B446 U_B86 U_B356 U_B14 U_B569;
07:35:00.00;25;Bus;BUSB_S3 BUSB_S7;2610.000 50.000;8.500;REPOSITIONING;2310.000;;
07:35:49.41;24;Bus;BUSA_S3 BUSA_S4;2102.073 49.827;8.500;PICKUP;1800.000;U_B472 U_B156 U_B231 U_B55 U_B289 U_B312 U_B180 U_B533 U_B420 U_B56 U_B75 U_B283 U_B498 U_B107 U_B135 U_B113 U_B257 U_B29 U_B97 U_B592 U_B77 U_B445 U_B176 U_B122 U_B214 U_B446 U_B86 U_B356 U_B14 U_B569;
07:35:49.41;25;Bus;BUSB_S3 BUSB_S7;2700.000 50.000;8.500;REPOSITIONING;2400.000;;
07:37:00.00;24;Bus;BUSA_S3 BUSA_S4;2610.311 7.474;8.500;PICKUP;2310.000;U_B472 U_B156 U_B231 U_B55 U_B289 U_B312 U_B180 U_B533 U_B420 U_B56 U_B75 U_B283 U_B498 U_B107 U_B135 U_B113 U_B257 U_B29 U_B97 U_B592 U_B77 U_B445 U_B176 U_B122 U_B214 U_B446 U_B86 U_B356 U_B14 U_B569;
07:37:49.41;24;Bus;BUSA_S3 BUSA_S4;2700.000 0.000;8.500;PICKUP;2400.000;U_B472 U_B156 U_B231 U_B55 U_B289 U_B312 U_B180 U_B533 U_B420 U_B56 U_B75 U_B283 U_B498 U_B107 U_B135 U_B113 U_B257 U_B29 U_B97 U_B592 U_B77 U_B445 U_B176 U_B122 U_B214 U_B446 U_B86 U_B356 U_B14 U_B569;
07:46:00.00;30;Bus;BUSA_SO BUSA_S1;810.000 0.000;8.500;PICKUP;510.000;U_B184 U_B377 U_B504 U_B192 U_B225 U_B294 U_B324 U_B406 U_B555 U_B463 U_B195 U_B431 U_B78 U_B587 U_B9 U_B53 U_B19 U_B153 U_B165 U_B228 U_B187 U_B202 U_B46 U_B59 U_B538 U_B215 U_B204 U_B466 U_B70 U_B563;
07:46:00.00;31;Bus;BUSB_S5 BUSB_S6;810.000 50.000;8.500;REPOSITIONING;510.000;;
07:46:49.41;30;Bus;BUSA_S1 BUSA_S2;900.000 0.000;8.500;PICKUP;600.000;U_B184 U_B377 U_B504 U_B192 U_B225 U_B294 U_B324 U_B406 U_B555 U_B463 U_B195 U_B431 U_B78 U_B587 U_B9 U_B53 U_B19 U_B153 U_B165 U_B228 U_B187 U_B202 U_B46 U_B59 U_B538 U_B215 U_B204 U_B466 U_B70 U_B563;
07:46:14.12;31;Bus;BUSB_S6 BUSB_S3;1200.000 50.000;8.500;REPOSITIONING;900.000;;
07:48:00.00;30;Bus;BUSA_S1 BUSA_S2;1410.000 0.000;8.500;PICKUP;1110.000;U_B184 U_B377 U_B504 U_B192 U_B225 U_B294 U_B324 U_B406 U_B555 U_B463 U_B195 U_B431 U_B78 U_B587 U_B9 U_B53 U_B19 U_B153 U_B165 U_B228 U_B187 U_B202 U_B46 U_B59 U_B538 U_B215 U_B204 U_B466 U_B70 U_B563;
07:48:00.00;31;Bus;BUSB_S6 BUSB_S3;1710.000 50.000;8.500;REPOSITIONING;1410.000;;
07:48:49.41;30;Bus;BUSA_S2 BUSA_S3;1502.073 0.173;8.500;PICKUP;1200.000;U_B184 U_B377 U_B504 U_B192 U_B225 U_B294 U_B324 U_B406 U_B555 U_B463 U_B195 U_B431 U_B78 U_B587 U_B9 U_B53 U_B19 U_B153 U_B165 U_B228 U_B187 U_B202 U_B46 U_B59 U_B538 U_B215 U_B204 U_B466 U_B70 U_B563;
07:48:14.12;31;Bus;BUSB_S3 BUSB_S7;2100.000 50.000;8.500;REPOSITIONING;1800.000;;
07:50:00.00;30;Bus;BUSA_S2 BUSA_S3;2010.311 42.526;8.500;PICKUP;1710.000;U_B184 U_B377 U_B504 U_B192 U_B225 U_B294 U_B324 U_B406 U_B555 U_B463 U_B195 U_B431 U_B78 U_B587 U_B9 U_B53 U_B19 U_B153 U_B165 U_B228 U_B187 U_B202 U_B46 U_B59 U_B538 U_B215 U_B204 U_B466 U_B70 U_B563;
07:50:00.00;31;Bus;BUSB_S3 BUSB_S7;2610.000 50.000;8.500;REPOSITIONING;2310.000;;
07:50:49.41;30;Bus;BUSA_S3 BUSA_S4;2102.073 49.827;8.500;PICKUP;1800.000;U_B184 U_B377 U_B504 U_B192 U_B225 U_B294 U_B324 U_B406 U_B555 U_B463 U_B195 U_B431 U_B78 U_B587 U_B9 U_B53 U_B19 U_B153 U_B165 U_B228 U_B187 U_B202 U_B46 U_B59 U_B538 U_B215 U_B204 U_B466 U_B70 U_B563;
07:50:49.41;31;Bus;BUSB_S3 BUSB_S7;2700.000 50.000;8.500;REPOSITIONING;2400.000;;
07:52:00.00;30;Bus;BUSA_S3 BUSA_S4;2610.311 7.474;8.500;PICKUP;2310.000;U_B184 U_B377 U_B504 U_B192 U_B225 U_B294 U_B324 U_B406 U_B555 U_B463 U_B195 U_B431 U_B78 U_B587 U_B9 U_B53 U_B19 U_B153 U_B165 U_B228 U_B187 U_B202 U_B46 U_B59 U_B538 U_B215 U_B204 U_B466 U_B70 U_B563;
07:52:49.41;30;Bus;BUSA_S3 BUSA_S4;2700.000 0.000;8.500;PICKUP;2400.000;U_B184 U_B377 U_B504 U_B192 U_B225 U_B294 U_B324 U_B406 U_B555 U_B463 U_B195 U_B431 U_B78 U_B587 U_B9 U_B53 U_B19 U_B153 U_B165 U_B228 U_B187 U_B202 U_B46 U_B59 U_B538 U_B215 U_B204 U_B466 U_B70 U_B563;
