TIME;ID;TYPE;LINK;POSITION;SPEED;STATE;DISTANCE;PASSENGERS;TRAVELED_NODES
07:02:05.45;15;Tram;TRAM_S3 TRAM_S4;2102.073 49.827;11.000;PICKUP;1800.000;U_B571 U_B119 U_B207 U_B521 U_B279 U_B576 U_B556 U_B246 U_B350 U_B561 U_B387 U_B483 U_B26 U_B208 U_B568 U_B150 U_B391 U_B27 U_B274 U_B330 U_B349 U_B423 U_B558 U_B519 U_B347 U_B234 U_B585 U_B179 U_B259 U_B339 U_B292 U_B442 U_B564 U_B3 U_B346 U_B359 U_B475 U_B222 U_B487 U_B212 U_B586 U_B317 U_B226 U_B102 U_B73 U_B278 U_B49 U_B537 U_B517 U_B515 U_B12 U_B590 U_B340 U_B433 U_B116 U_B577 U_B304 U_B13 U_B491 U_B54 U_B82 U_B307 U_B96 U_B99 U_B146 U_B44 U_B374 U_B252 U_B584 U_B394;
07:03:05.45;15;Tram;TRAM_S3 TRAM_S4;2700.000 0.000;11.000;PICKUP;2400.000;U_B571 U_B119 U_B207 U_B521 U_B279 U_B576 U_B556 U_B246 U_B350 U_B561 U_B387 U_B483 U_B26 U_B208 U_B568 U_B150 U_B391 U_B27 U_B274 U_B330 U_B349 U_B423 U_B558 U_B519 U_B347 U_B234 U_B585 U_B179 U_B259 U_B339 U_B292 U_B442 U_B564 U_B3 U_B346 U_B359 U_B475 U_B222 U_B487 U_B212 U_B586 U_B317 U_B226 U_B102 U_B73 U_B278 U_B49 U_B537 U_B517 U_B515 U_B12 U_B590 U_B340 U_B433 U_B116 U_B577 U_B304 U_B13 U_B491 U_B54 U_B82 U_B307 U_B96 U_B99 U_B146 U_B44 U_B374 U_B252 U_B584 U_B394;
07:10:05.45;20;Tram;TRAM_S1 TRAM_S2;900.000 0.000;11.000;PICKUP;600.000;U_B318 U_B392 U_B131 U_B194 U_B108 U_B479 U_B296 U_B338 U_B496 U_B342 U_B494 U_B499 U_B372 U_B84 U_M1288 U_M648 U_M74 U_M1096 U_M960 U_M918 U_M690 U_M1396 U_M838 U_M4 U_M590 U_M48 U_M1254 U_M508 U_M78 U_M1272 U_M916 U_M88 U_M402 U_M804 U_M1218 U_M1282 U_M772 U_M60 U_M1114 U_M830 U_M70 U_M174 U_M1296 U_M786 U_M664 U_M776 U_M1316 U_M22 U_M496 U_M1198 U_M86 U_M1212 U_B266 U_B126 U_B527 U_B575 U_B373 U_B175 U_B525 U_B500 U_B147 U_B34 U_B405 U_B18 U_B578 U_B320 U_B435 U_B141 U_B111 U_B332;
07:11:05.45;20;Tram;TRAM_S2 TRAM_S3;1502.073 0.173;11.000;PICKUP;1200.000;U_B318 U_B392 U_B131 U_B194 U_B108 U_B479 U_B296 U_B338 U_B496 U_B342 U_B494 U_B499 U_B372 U_B84 U_M1288 U_M648 U_M74 U_M1096 U_M960 U_M918 U_M690 U_M1396 U_M838 U_M4 U_M590 U_M48 U_M1254 U_M508 U_M78 U_M1272 U_M916 U_M88 U_M402 U_M804 U_M1218 U_M1282 U_M772 U_M60 U_M1114 U_M830 U_M70 U_M174 U_M1296 U_M786 U_M664 U_M776 U_M1316 U_M22 U_M496 U_M1198 U_M86 U_M1212 U_B266 U_B126 U_B527 U_B575 U_B373 U_B175 U_B525 U_B500 U_B147 U_B34 U_B405 U_B18 U_B578 U_B320 U_B435 U_B141 U_B111 U_B332;
07:12:05.45;20;Tram;TRAM_S3 TRAM_S4;2102.073 49.827;11.000;PICKUP;1800.000;U_B318 U_B392 U_B131 U_B194 U_B108 U_B479 U_B296 U_B338 U_B496 U_B342 U_B494 U_B499 U_B372 U_B84 U_M1288 U_M648 U_M74 U_M1096 U_M960 U_M918 U_M690 U_M1396 U_M838 U_M4 U_M590 U_M48 U_M1254 U_M508 U_M78 U_M1272 U_M916 U_M88 U_M402 U_M804 U_M1218 U_M1282 U_M772 U_M60 U_M1114 U_M830 U_M70 U_M174 U_M1296 U_M786 U_M664 U_M776 U_M1316 U_M22 U_M496 U_M1198 U_M86 U_M1212 U_B266 U_B126 U_B527 U_B575 U_B373 U_B175 U_B525 U_B500 U_B147 U_B34 U_B405 U_B18 U_B578 U_B320 U_B435 U_B141 U_B111 U_B332;
07:13:05.45;20;Tram;TRAM_S3 TRAM_S4;2700.000 0.000;11.000;PICKUP;2400.000;U_B318 U_B392 U_B131 U_B194 U_B108 U_B479 U_B296 U_B338 U_B496 U_B342 U_B494 U_B499 U_B372 U_B84 U_M1288 U_M648 U_M74 U_M1096 U_M960 U_M918 U_M690 U_M1396 U_M838 U_M4 U_M590 U_M48 U_M1254 U_M508 U_M78 U_M1272 U_M916 U_M88 U_M402 U_M804 U_M1218 U_M1282 U_M772 U_M60 U_M1114 U_M830 U_M70 U_M174 U_M1296 U_M786 U_M664 U_M776 U_M1316 U_M22 U_M496 U_M1198 U_M86 U_M1212 U_B266 U_B126 U_B527 U_B575 U_B373 U_B175 U_B525 U_B500 U_B147 U_B34 U_B405 U_B18 U_B578 U_B320 U_B435 U_B141 U_B111 U_B332;
07:20:05.45;23;Tram;TRAM_S1 TRAM_S2;900.000 0.000;11.000;PICKUP;600.000;U_B249 U_B560 U_B529 U_B486 U_B539 U_B353 U_B74 U_B280 U_B358 U_B344 U_B507 U_B159 U_B348 U_B541 U_M802 U_M348 U_M676 U_M848 U_M740 U_M352 U_M1222 U_M366 U_M58 U_M1014 U_M252 U_M124 U_M628 U_M110 U_M1094 U_M1134 U_M610 U_M1120 U_M246 U_M1076 U_M840 U_M224 U_M1100 U_M1234 U_M810 U_M554 U_M314 U_M1182 U_M938 U_M552 U_M258 U_M550 U_M618 U_M260 U_M406 U_M866 U_M1022 U_M1240 U_M1344 U_M42 U_M1280 U_M1136 U_M226 U_M180 U_M546 U_M876 U_M502 U_M646 U_M94 U_M634 U_M92 U_M534 U_M652 U_M844 U_M632 U_M1220;
07:21:05.45;23;Tram;TRAM_S2 TRAM_S3;1502.073 0.173;11.000;PICKUP;1200.000;U_B249 U_B560 U_B529 U_B486 U_B539 U_B353 U_B74 U_B280 U_B358 U_B344 U_B507 U_B159 U_B348 U_B541 U_M802 U_M348 U_M676 U_M848 U_M740 U_M352 U_M1222 U_M366 U_M58 U_M1014 U_M252 U_M124 U_M628 U_M110 U_M1094 U_M1134 U_M610 U_M1120 U_M246 U_M1076 U_M840 U_M224 U_M1100 U_M1234 U_M810 U_M554 U_M314 U_M1182 U_M938 U_M552 U_M258 U_M550 U_M618 U_M260 U_M406 U_M866 U_M1022 U_M1240 U_M1344 U_M42 U_M1280 U_M1136 U_M226 U_M180 U_M546 U_M876 U_M502 U_M646 U_M94 U_M634 U_M92 U_M534 U_M652 U_M844 U_M632 U_M1220;
07:22:05.45;23;Tram;TRAM_S3 TRAM_S4;2102.073 49.827;11.000;PICKUP;1800.000;U_B249 U_B560 U_B529 U_B486 U_B539 U_B353 U_B74 U_B280 U_B358 U_B344 U_B507 U_B159 U_B348 U_B541 U_M802 U_M348 U_M676 U_M848 U_M740 U_M352 U_M1222 U_M366 U_M58 U_M1014 U_M252 U_M124 U_M628 U_M110 U_M1094 U_M1134 U_M610 U_M1120 U_M246 U_M1076 U_M840 U_M224 U_M1100 U_M1234 U_M810 U_M554 U_M314 U_M1182 U_M938 U_M552 U_M258 U_M550 U_M618 U_M260 U_M406 U_M866 U_M1022 U_M1240 U_M1344 U_M42 U_M1280 U_M1136 U_M226 U_M180 U_M546 U_M876 U_M502 U_M646 U_M94 U_M634 U_M92 U_M534 U_M652 U_M844 U_M632 U_M1220;
07:23:05.45;23;Tram;TRAM_S3 TRAM_S4;2700.000 0.000;11.000;PICKUP;2400.000;U_B249 U_B560 U_B529 U_B486 U_B539 U_B353 U_B74 U_B280 U_B358 U_B344 U_B507 U_B159 U_B348 U_B541 U_M802 U_M348 U_M676 U_M848 U_M740 U_M352 U_M1222 U_M366 U_M58 U_M1014 U_M252 U_M124 U_M628 U_M110 U_M1094 U_M1134 U_M610 U_M1120 U_M246 U_M1076 U_M840 U_M224 U_M1100 U_M1234 U_M810 U_M554 U_M314 U_M1182 U_M938 U_M552 U_M258 U_M550 U_M618 U_M260 U_M406 U_M866 U_M1022 U_M1240 U_M1344 U_M42 U_M1280 U_M1136 U_M226 U_M180 U_M546 U_M876 U_M502 U_M646 U_M94 U_M634 U_M92 U_M534 U_M652 U_M844 U_M632 U_M1220;
