TIMESTAMP,VEHICLE ID,PASSENGERS,CAPACITY,CONGESTION INDEX,NODE
07:18:00.00,22,150,150,1.0,METRO_S2
07:19:00.00,17,30,30,1.0,BUSA_S2
07:19:00.00,18,0,30,0.0,BUSB_S3
07:19:00.00,22,150,150,1.0,METRO_S4
07:20:00.00,17,30,30,1.0,BUSA_S2
07:20:00.00,18,0,30,0.0,BUSB_S3
07:21:00.00,17,30,30,1.0,BUSA_S3
07:21:00.00,18,0,30,0.0,BUSB_S7
07:21:00.00,23,70,70,1.0,TRAM_S1
07:21:00.00,26,150,150,1.0,METRO_SO
07:22:00.00,17,30,30,1.0,BUSA_S3
07:22:00.00,23,70,70,1.0,TRAM_S2
07:22:00.00,26,150,150,1.0,METRO_S2
07:23:00.00,17,30,30,1.0,BUSA_S4
07:23:00.00,23,70,70,1.0,TRAM_S3
07:23:00.00,26,150,150,1.0,METRO_S2
07:24:00.00,23,70,70,1.0,TRAM_S4
07:24:00.00,26,150,150,1.0,METRO_S4
07:26:00.00,27,150,150,1.0,METRO_SO
07:27:00.00,27,150,150,1.0,METRO_S2
07:28:00.00,27,150,150,1.0,METRO_S2
07:29:00.00,27,150,150,1.0,METRO_S4
07:31:00.00,24,30,30,1.0,BUSA_SO
07:31:00.00,25,0,30,0.0,BUSB_S5
07:31:00.00,28,54,70,0.7714285714285715,TRAM_S1
07:31:00.00,29,40,150,0.26666666666666666,METRO_SO
07:32:00.00,24,30,30,1.0,BUSA_S1
07:32:00.00,25,0,30,0.0,BUSB_S6
07:32:00.00,28,54,70,0.7714285714285715,TRAM_S2
07:32:00.00,29,40,150,0.26666666666666666,METRO_S2
07:33:00.00,24,30,30,1.0,BUSA_S1
07:33:00.00,25,0,30,0.0,BUSB_S6
07:33:00.00,28,54,70,0.7714285714285715,TRAM_S3
07:33:00.00,29,40,150,0.26666666666666666,METRO_S2
07:34:00.00,24,30,30,1.0,BUSA_S2
07:34:00.00,25,0,30,0.0,BUSB_S3
07:34:00.00,28,54,70,0.7714285714285715,TRAM_S4
07:34:00.00,29,40,150,0.26666666666666666,METRO_S4
07:35:00.00,24,30,30,1.0,BUSA_S2
07:35:00.00,25,0,30,0.0,BUSB_S3
07:36:00.00,24,30,30,1.0,BUSA_S3
07:36:00.00,25,0,30,0.0,BUSB_S7
07:36:00.00,32,8,150,0.05333333333333334,METRO_SO
07:37:00.00,24,30,30,1.0,BUSA_S3
07:37:00.00,32,8,150,0.05333333333333334,METRO_S2
07:38:00.00,24,30,30,1.0,BUSA_S4
07:38:00.00,32,8,150,0.05333333333333334,METRO_S2
07:39:00.00,32,8,150,0.05333333333333334,METRO_S4
07:41:00.00,33,70,70,1.0,TRAM_S1
07:41:00.00,34,0,150,0.0,METRO_SO
07:42:00.00,33,70,70,1.0,TRAM_S2
07:42:00.00,34,0,150,0.0,METRO_S2
07:43:00.00,33,70,70,1.0,TRAM_S3
07:43:00.00,34,0,150,0.0,METRO_S2
07:44:00.00,33,70,70,1.0,TRAM_S4
07:44:00.00,34,0,150,0.0,METRO_S4
07:46:00.00,30,30,30,1.0,BUSA_SO
07:46:00.00,31,0,30,0.0,BUSB_S5
07:46:00.00,35,0,150,0.0,METRO_SO
07:47:00.00,30,30,30,1.0,BUSA_S1
07:47:00.00,31,0,30,0.0,BUSB_S6
07:47:00.00,35,0,150,0.0,METRO_S2
07:48:00.00,30,30,30,1.0,BUSA_S1
07:48:00.00,31,0,30,0.0,BUSB_S6
07:48:00.00,35,0,150,0.0,METRO_S2
07:49:00.00,30,30,30,1.0,BUSA_S2
07:49:00.00,31,0,30,0.0,BUSB_S3
07:49:00.00,35,0,150,0.0,METRO_S4
07:50:00.00,30,30,30,1.0,BUSA_S2
07:50:00.00,31,0,30,0.0,BUSB_S3
07:51:00.00,30,30,30,1.0,BUSA_S3
07:51:00.00,31,0,30,0.0,BUSB_S7
07:51:00.00,36,70,70,1.0,TRAM_S1
07:51:00.00,39,0,150,0.0,METRO_SO
07:52:00.00,30,30,30,1.0,BUSA_S3
07:52:00.00,36,70,70,1.0,TRAM_S2
07:52:00.00,39,0,150,0.0,METRO_S2
07:53:00.00,30,30,30,1.0,BUSA_S4
07:53:00.00,36,70,70,1.0,TRAM_S3
07:53:00.00,39,0,150,0.0,METRO_S2
07:54:00.00,36,70,70,1.0,TRAM_S4
07:54:00.00,39,0,150,0.0,METRO_S4
07:56:00.00,40,0,150,0.0,METRO_SO
07:57:00.00,40,0,150,0.0,METRO_S2
07:58:00.00,40,0,150,0.0,METRO_S2
07:59:00.00,40,0,150,0.0,METRO_S4
