TIME;ID;TYPE;LINK;POSITION;SPEED;STATE;DISTANCE;PASSENGERS;TRAVELED_NODES
06:30:00.00;4;Metro;METRO_SO METRO_S2;300.000 0.000;;REPOSITIONING;0.000;;
06:31:00.00;4;Metro;METRO_SO METRO_S2;960.000 0.000;11.000;REPOSITIONING;660.000;;
06:31:10.91;4;Metro;METRO_S2 METRO_S4;1500.000 0.000;11.000;REPOSITIONING;1200.000;;
06:33:00.00;4;Metro;METRO_S2 METRO_S4;2160.000 0.000;11.000;REPOSITIONING;1860.000;;
06:33:10.91;4;Metro;METRO_S2 METRO_S4;2700.000 0.000;11.000;REPOSITIONING;2400.000;;
06:36:00.00;5;Metro;METRO_SO METRO_S2;960.000 0.000;11.000;PICKUP;660.000;U_M881 U_B196 U_M503 U_M1356 U_M1354;
06:36:10.91;5;Metro;METRO_S2 METRO_S4;1500.000 0.000;11.000;PICKUP;1200.000;U_M881 U_B196 U_M503 U_M1356 U_M1354;
06:38:00.00;5;Metro;METRO_S2 METRO_S4;2160.000 0.000;11.000;PICKUP;1860.000;U_M881 U_B196 U_M503 U_M1356 U_M1354;
06:38:10.91;5;Metro;METRO_S2 METRO_S4;2700.000 0.000;11.000;PICKUP;2400.000;U_M881 U_B196 U_M503 U_M1356 U_M1354;
06:41:00.00;8;Metro;METRO_SO METRO_S2;960.000 0.000;11.000;PICKUP;660.000;U_B48 U_M621 U_M716 U_B270 U_M240 U_B315 U_M1238 U_M561 U_B178 U_M8 U_M727 U_M169 U_M31 U_B213 U_B403 U_M215 U_M190 U_M1278 U_B502 U_M1099 U_M404 U_B157 U_B364 U_M164 U_B60 U_M1143 U_M653 U_M96 U_M75;
06:41:10.91;8;Metro;METRO_S2 METRO_S4;1500.000 0.000;11.000;PICKUP;1200.000;U_B48 U_M621 U_M716 U_B270 U_M240 U_B315 U_M1238 U_M561 U_B178 U_M8 U_M727 U_M169 U_M31 U_B213 U_B403 U_M215 U_M190 U_M1278 U_B502 U_M1099 U_M404 U_B157 U_B364 U_M164 U_B60 U_M1143 U_M653 U_M96 U_M75;
06:43:00.00;8;Metro;METRO_S2 METRO_S4;2160.000 0.000;11.000;PICKUP;1860.000;U_B48 U_M621 U_M716 U_B270 U_M240 U_B315 U_M1238 U_M561 U_B178 U_M8 U_M727 U_M169 U_M31 U_B213 U_B403 U_M215 U_M190 U_M1278 U_B502 U_M1099 U_M404 U_B157 U_B364 U_M164 U_B60 U_M1143 U_M653 U_M96 U_M75;
06:43:10.91;8;Metro;METRO_S2 METRO_S4;2700.000 0.000;11.000;PICKUP;2400.000;U_B48 U_M621 U_M716 U_B270 U_M240 U_B315 U_M1238 U_M561 U_B178 U_M8 U_M727 U_M169 U_M31 U_B213 U_B403 U_M215 U_M190 U_M1278 U_B502 U_M1099 U_M404 U_B157 U_B364 U_M164 U_B60 U_M1143 U_M653 U_M96 U_M75;
06:46:00.00;9;Metro;METRO_SO METRO_S2;960.000 0.000;11.000;PICKUP;660.000;U_B598 U_B518 U_M961 U_M591 U_M230 U_M323 U_M1004 U_M1000 U_B363 U_M1255 U_M948 U_M908 U_B488 U_B264 U_B452 U_M1087 U_M1210 U_M867 U_M1115 U_M374 U_B573 U_M234 U_M685 U_M305 U_B532 U_M1010 U_B51 U_M832 U_B154 U_M264 U_M1237 U_M256 U_M877 U_M635 U_B161 U_B497 U_B272 U_M1037 U_M1122 U_B229 U_M889 U_B386 U_M55 U_B189 U_M812 U_M1328 U_M794 U_M824 U_M116 U_M1302 U_M1021 U_B139 U_M825 U_M1084 U_M1175 U_M1060 U_M1046 U_M1072 U_M1205 U_M292 U_M29 U_M568 U_M1348 U_M1026 U_B565 U_M1383 U_M357 U_B145 U_B567 U_M1373;
